icp,meter,Lv circuit,DTX,ICP startdate,Icp endate,Reason
0000050963WEBEA,10073648,T818-U05,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000050963WEBEA,10073648,T7731-U02,T7731,2023-08-23 00:00:00,,
0000050967WEAE0,10073708,T818-U05,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000050967WEAE0,10073708,T7731-U02,T7731,2023-08-23 00:00:00,,
0000050968WE53E,10073644,T818-U05,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000050968WE53E,10073644,T7731-U02,T7731,2023-08-23 00:00:00,,
0000050980WED90,10070904,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050980WED90,10070904,T7654-U01,T7654,2023-09-25 00:00:00,,
0000050981WE1D5,10073221,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050981WE1D5,10073221,T7654-U01,T7654,2023-09-25 00:00:00,,
0000050982WED15,10070903,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050982WED15,10070903,T7654-U01,T7654,2023-09-25 00:00:00,,
0000050983WE150,10070902,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050983WE150,10070902,T7654-U01,T7654,2023-09-25 00:00:00,,
0000050984WEC9A,10073756,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050984WEC9A,10073756,T7654-U01,T7654,2023-09-25 00:00:00,,
0000050985WE0DF,10073782,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050985WE0DF,10073782,T7654-U01,T7654,2023-09-25 00:00:00,,
0000050986WEC1F,,T4107-U05,T4107,2022-05-01 00:00:00,2023-09-25 00:00:00,tx change
0000050986WEC1F,,T7654-U01,T7654,2023-09-25 00:00:00,,
0000051042WE253,10073396,T5653-U03,T5653,2022-05-01 00:00:00,2023-11-28 00:00:00,tx change
0000051042WE253,10073396,T7717-U04,T7717,2023-11-28 00:00:00,,
0000051059WE62A,10072535,T7212-U01,T7212,2022-05-01 00:00:00,2024-02-18 00:00:00,tx change
0000051059WE62A,10072535,T7678-U02,T7678,2024-02-18 00:00:00,,
0000051082WE5BC,,T7258-U02,T7258,2022-05-01 00:00:00,2023-04-24 00:00:00,icp decom
0000051086WE4B6,10003057,T6557-U04,T6557,2022-05-01 00:00:00,2022-05-07 00:00:00,Meter change
0000051086WE4B6,10043780,T6557-U04,T6557,2022-05-07 00:00:00,,
0000051089WEB68,,T7302-U02,T7302,2022-05-01 00:00:00,2023-05-24 00:00:00,icp decom
0000051096WEE1B,10073608,T6819-U03,T6819,2022-05-01 00:00:00,2022-12-21 00:00:00,tx change
0000051096WEE1B,10073608,T7480-U04,T7480,2022-12-21 00:00:00,,
0000051102WE9F2,10073706,T818-U05,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000051102WE9F2,10073706,T7731-U02,T7731,2023-08-23 00:00:00,,
0000051103WE5B7,10073707,T818-U05,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000051103WE5B7,10073707,T7731-U02,T7731,2023-08-23 00:00:00,,
0000051104WE87D,10072921,T818-U05,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000051104WE87D,10072921,T7731-U02,T7731,2023-08-23 00:00:00,,
0000051180WEC3D,10073505,T3569-U05,T3569,2022-05-01 00:00:00,2023-11-08 00:00:00,tx change
0000051180WEC3D,10073505,T7421-U04,T7421,2023-11-08 00:00:00,,
0000051181WE078,10073500,T3569-U05,T3569,2022-05-01 00:00:00,2023-11-08 00:00:00,tx change
0000051181WE078,10073500,T7421-U04,T7421,2023-11-08 00:00:00,,
0000051182WECB8,10073504,T3569-U05,T3569,2022-05-01 00:00:00,2023-11-08 00:00:00,tx change
0000051182WECB8,10073504,T7421-U04,T7421,2023-11-08 00:00:00,,
0000051192WE615,,T6324-U03,T6324,2022-05-01 00:00:00,2022-10-28 00:00:00,icp decom
0000051214WE1D3,10072381,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051214WE1D3,10072381,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051215WED96,10072382,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051215WED96,10072382,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051216WE156,10073338,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051216WE156,10073338,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051217WED13,10073341,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051217WED13,10073341,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051218WE2CD,10073342,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051218WE2CD,10073342,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051219WEE88,10073343,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051219WEE88,10073343,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051279WE178,,T6126-U02,T6126,2022-05-01 00:00:00,2023-05-12 00:00:00,icp decom
0000051282WEFBB,10072596,T6819-U03,T6819,2022-05-01 00:00:00,2022-12-21 00:00:00,tx change
0000051282WEFBB,10072596,T7480-U04,T7480,2022-12-21 00:00:00,,
0000051295WE8DC,10072258,T6819-U03,T6819,2022-05-01 00:00:00,2022-12-21 00:00:00,tx change
0000051295WE8DC,10072258,T7480-U04,T7480,2022-12-21 00:00:00,,
0000051309WED21,,T395-U03,T395,2022-05-01 00:00:00,2022-08-19 00:00:00,icp decom
0000051319WE78C,,T7246-U03,T7246,2022-05-01 00:00:00,2022-08-18 00:00:00,icp decom
0000051341WED90,,,T4078,2022-05-01 00:00:00,2022-08-15 00:00:00,icp decom
0000051358WE96C,,T6037-U01,T6037,2022-05-01 00:00:00,2022-09-19 00:00:00,icp decom
0000051364WED8A,,,T1824,2022-05-01 00:00:00,2022-08-08 00:00:00,icp decom
0000051382WE6BF,,T6372-U01,T6372,2022-05-01 00:00:00,2023-05-08 00:00:00,icp decom
0000051421WED62,10072813,T6819-U03,T6819,2022-05-01 00:00:00,2022-12-21 00:00:00,tx change
0000051421WED62,10072813,T7480-U04,T7480,2022-12-21 00:00:00,,
0000051430WEB8A,,,T4683,2022-05-01 00:00:00,2022-07-05 00:00:00,icp decom
0000051439WE5DB,,T3442-U06,T3442,2022-05-01 00:00:00,2022-11-11 00:00:00,icp decom
0000051476WE8A0,10073638,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000051476WE8A0,10073638,T1169-U01,T1169,2022-09-01 00:00:00,,
0000051477WE4E5,10073701,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000051477WE4E5,10073701,T1169-U01,T1169,2022-09-01 00:00:00,,
0000051478WEB3B,10073698,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000051478WEB3B,10073698,T1169-U01,T1169,2022-09-01 00:00:00,,
0000051579WEE7A,,T6986-U05,T6986,2022-05-01 00:00:00,2022-11-22 00:00:00,icp decom
0000051582WE0B9,,T7338-U02,T7338,2022-05-01 00:00:00,2022-10-06 00:00:00,icp decom
0000051590WEA91,,T7226-U04,T7226,2022-05-01 00:00:00,2023-04-20 00:00:00,icp decom
0000051604WE77F,,T1703-U07,T1703,2022-05-01 00:00:00,2022-11-04 00:00:00,tx change
0000051604WE77F,,T7587-U02,T7587,2022-11-04 00:00:00,,
0000051617WE112,10072597,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000051617WE112,10072597,T7695-U01,T7695,2023-09-20 00:00:00,,
0000051642WE455,10072695,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051642WE455,10072695,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051643WE810,10072693,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051643WE810,10072693,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051644WE5DA,10072645,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051644WE5DA,10072645,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051645WE99F,10072647,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051645WE99F,10072647,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051646WE55F,10072642,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051646WE55F,10072642,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051647WE91A,10072694,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051647WE91A,10072694,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051648WE6C4,10072692,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051648WE6C4,10072692,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051649WEA81,10072691,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051649WEA81,10072691,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051650WEE7D,10072643,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051650WEE7D,10072643,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051651WE238,10072646,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051651WE238,10072646,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051652WEEF8,10072748,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051652WEEF8,10072748,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051653WE2BD,10072690,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000051653WE2BD,10072690,T7531-U02,T7531,2023-07-11 00:00:00,,
0000051667WE44F,,T7515-U02,T7515,2022-05-01 00:00:00,2022-11-02 00:00:00,icp decom
0000051676WE2A7,,T6294-U05,T6294,2022-05-01 00:00:00,2023-06-28 00:00:00,icp decom
0000051677WEEE2,,T6459-U01,T6459,2022-05-01 00:00:00,2022-09-30 00:00:00,icp decom
0000051696WE81D,,T6593-U01,T6593,2022-05-01 00:00:00,2023-06-14 00:00:00,icp decom
0000051716WE453,10072533,T553-U01,T553,2022-05-01 00:00:00,2023-07-27 00:00:00,tx change
0000051716WE453,10072533,T7445-U01,T7445,2023-07-27 00:00:00,,
0000051719WEB8D,10073109,T5010-U05,T5010,2022-05-01 00:00:00,2023-10-03 00:00:00,tx change
0000051719WEB8D,10073109,T6755-U03,T6755,2023-10-03 00:00:00,,
0000051728WE030,10073210,T5360-U03,T5360,2022-05-01 00:00:00,2024-01-30 00:00:00,tx change
0000051728WE030,10073210,T7653-U01,T7653,2024-01-30 00:00:00,,
0000051744WECDE,,T6372-U01,T6372,2023-08-15 00:00:00,2023-09-25 00:00:00,tx change
0000051744WECDE,,T7654-U01,T7654,2023-09-25 00:00:00,,
0000051745WE09B,,T5653-U04,T5653,2022-05-01 00:00:00,2023-08-07 00:00:00,icp decom
0000051777WE7E6,10060207,T6363-U03,T6363,2022-05-04 00:00:00,2023-03-02 00:00:00,tx change
0000051777WE7E6,10060207,T7620-U02,T7620,2023-03-02 00:00:00,,
0000051841WEE9E,,T6409-U02,T6409,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000051841WEE9E,,T4573-U02,T4573,2023-06-09 00:00:00,,
0000051869WE1DF,10072309,T1246-U02,T1246,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000051869WE1DF,10072309,T7594-U01,T7594,2022-10-06 00:00:00,,
0000051870WE523,10072278,T1246-U02,T1246,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000051870WE523,10072278,T7594-U01,T7594,2022-10-06 00:00:00,,
0000051871WE966,10072277,T1246-U02,T1246,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000051871WE966,10072277,T7594-U01,T7594,2022-10-06 00:00:00,,
0000051872WE5A6,10073325,T1246-U02,T1246,2022-05-01 00:00:00,2022-10-06 00:00:00,tx change
0000051872WE5A6,10073325,T7594-U01,T7594,2022-10-06 00:00:00,,
0000051909WE72B,10072634,T1347-U02,T1347,2022-05-01 00:00:00,2022-06-03 00:00:00,tx change
0000051909WE72B,10072634,T605-U01,T605,2022-06-03 00:00:00,,
0000051910WE3D7,10072635,T1347-U02,T1347,2022-05-01 00:00:00,2022-06-03 00:00:00,tx change
0000051910WE3D7,10072635,T605-U01,T605,2022-06-03 00:00:00,,
0000051927WE9E5,10073154,T6881-U02,T6881,2022-05-01 00:00:00,2022-08-09 00:00:00,tx change
0000051927WE9E5,10073154,T7430-U05,T7430,2022-08-09 00:00:00,,
0000051948WE9CB,,T7374-U04,T7374,2022-05-01 00:00:00,2022-11-21 00:00:00,icp decom
0000051949WE58E,,T1703-U01,T1703,2022-05-01 00:00:00,2022-11-04 00:00:00,tx change
0000051949WE58E,,T7587-U04,T7587,2022-11-04 00:00:00,,
0000051967WEB40,,,T4963,2022-05-01 00:00:00,2022-06-17 00:00:00,icp decom
0000052016WE9B1,,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000052016WE9B1,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052017WE5F4,,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000052017WE5F4,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052027WE20C,,T6680-U03,T6680,2022-05-01 00:00:00,2023-03-13 00:00:00,icp decom
0000052187WE317,,T7164-U04,T7164,2022-05-02 00:00:00,2024-02-29 00:00:00,icp decom
0000052212WE2BC,,T6403-U01,T6403,2022-05-26 00:00:00,2023-09-22 00:00:00,icp decom
0000052214WE333,,T5391-U01,T5391,2022-05-01 00:00:00,2022-08-31 00:00:00,icp decom
0000052215WEF76,,T3386-U04,T3386,2022-06-27 00:00:00,2022-10-25 00:00:00,icp decom
0000052226WE44E,10072496,T6819-U03,T6819,2022-05-01 00:00:00,2022-12-21 00:00:00,tx change
0000052226WE44E,10072496,T7480-U04,T7480,2022-12-21 00:00:00,,
0000052231WE329,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052231WE329,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052232WEFE9,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052232WEFE9,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052233WE3AC,,T4140-U06,T4140,2022-05-31 00:00:00,2023-12-08 00:00:00,tx change
0000052233WE3AC,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052234WEE66,,T4140-U06,T4140,2022-05-31 00:00:00,2023-12-08 00:00:00,tx change
0000052234WEE66,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052244WEB3B,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052244WEB3B,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052245WE77E,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052245WE77E,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052246WEBBE,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052246WEBBE,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052247WE7FB,,T4140-U06,T4140,2022-05-31 00:00:00,2023-12-08 00:00:00,tx change
0000052247WE7FB,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052248WE825,,T4140-U06,T4140,2022-05-31 00:00:00,2023-12-08 00:00:00,tx change
0000052248WE825,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052253WEC5C,,T7226-U03,T7226,2022-05-19 00:00:00,2022-09-13 00:00:00,icp decom
0000052258WE288,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052258WE288,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052259WEECD,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052259WEECD,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052260WE764,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052260WE764,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052261WEB21,,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000052261WEB21,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052301WEDD5,,T4675-U03,T4675,2022-05-19 00:00:00,2023-05-11 00:00:00,icp decom
0000052341WEF70,,T1252-U04,T1252,2022-07-19 00:00:00,2022-09-27 00:00:00,icp decom
0000052380WE4DA,,,T967,2022-05-01 00:00:00,2022-09-02 00:00:00,icp decom
0000052387WE910,,T6565-U04,T6565,2022-05-01 00:00:00,2023-04-19 00:00:00,icp decom
0000052438WEB7E,,T4437-U02,T4437,2022-05-17 00:00:00,2023-08-07 00:00:00,icp decom
0000052447WE1FD,,T1703-U07,T1703,2022-06-22 00:00:00,2022-11-04 00:00:00,tx change
0000052447WE1FD,,T7587-U02,T7587,2022-11-04 00:00:00,,
0000052448WEE23,,T1703-U07,T1703,2022-06-22 00:00:00,2022-11-04 00:00:00,tx change
0000052448WEE23,,T7587-U02,T7587,2022-11-04 00:00:00,,
0000052449WE266,,T1703-U07,T1703,2022-06-22 00:00:00,2022-11-04 00:00:00,tx change
0000052449WE266,,T7587-U02,T7587,2022-11-04 00:00:00,,
0000052450WE69A,,T1703-U07,T1703,2022-06-22 00:00:00,2022-11-04 00:00:00,tx change
0000052450WE69A,,T7587-U02,T7587,2022-11-04 00:00:00,,
0000052451WEADF,,T1703-U07,T1703,2022-06-22 00:00:00,2022-11-04 00:00:00,tx change
0000052451WEADF,,T7587-U02,T7587,2022-11-04 00:00:00,,
0000052472WEB4A,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052472WEB4A,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052481WE79D,,T3927-U01,T3927,2022-05-01 00:00:00,2022-10-17 00:00:00,icp decom
0000052491WED30,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052491WED30,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052500WE796,10026842,T6819-U03,T6819,2022-05-17 00:00:00,2022-12-21 00:00:00,tx change
0000052500WE796,10026842,T7480-U04,T7480,2022-12-21 00:00:00,,
0000052517WE0F1,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052517WE0F1,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052518WEF2F,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052518WEF2F,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052531WEC2B,,T7126-U05,T7126,2022-05-05 00:00:00,2022-12-16 00:00:00,icp decom
0000052547WE8F9,,T4140-U06,T4140,2022-05-30 00:00:00,2023-12-08 00:00:00,tx change
0000052547WE8F9,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052559WE1CF,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052559WE1CF,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052563WE4A6,,T7294-U01,T7294,2022-07-06 00:00:00,2024-05-28 00:00:00,icp decom
0000052596WE9FE,,T6290-U02,T6290,2022-05-13 00:00:00,2022-12-07 00:00:00,icp decom
0000052598WEA65,,T7111-U01,T7111,2022-09-14 00:00:00,2023-04-11 00:00:00,icp decom
0000052600WE495,,T6458-U01,T6458,2022-05-12 00:00:00,2023-04-04 00:00:00,icp decom
0000052623WE500,,T7269-U04,T7269,2022-06-27 00:00:00,2024-03-25 00:00:00,icp decom
0000052625WE48F,,T6045-U04,T6045,2022-05-26 00:00:00,2022-11-02 00:00:00,icp decom
0000052633WEFAD,,T5360-U03,T5360,2022-06-02 00:00:00,2023-08-09 00:00:00,icp decom
0000052644WE73A,,T4140-U06,T4140,2022-05-27 00:00:00,2023-12-08 00:00:00,tx change
0000052644WE73A,,T7656-U4,T7656,2023-12-08 00:00:00,,
0000052653WE05D,,T6324-U03,T6324,2022-06-16 00:00:00,2023-04-13 00:00:00,tx change
0000052653WE05D,,T7647-U01,T7647,2023-04-13 00:00:00,,
0000052660WEB65,,T6325-U07,T6325,2022-06-14 00:00:00,2023-05-24 00:00:00,icp decom
0000052666WEAEA,,T4963-U03,T4963,2022-07-28 00:00:00,2022-12-24 00:00:00,tx change
0000052666WEAEA,,T7558-U01,T7558,2022-12-24 00:00:00,,
0000052680WE1DF,,,T7478,2022-06-15 00:00:00,2022-09-12 00:00:00,icp decom
0000052729WEE95,,T7275-U05,T7275,2022-08-08 00:00:00,2023-02-10 00:00:00,icp decom
0000052736WEBE6,,T6934-U03,T6934,2022-08-08 00:00:00,2023-05-05 00:00:00,icp decom
0000052769WEC30,,T6372-U03,T6372,2022-06-16 00:00:00,2023-02-28 00:00:00,tx change
0000052769WEC30,,T6232-U03,T6232,2023-02-28 00:00:00,,
0000052796WE3F9,,T7226-U04,T7226,2022-06-21 00:00:00,2023-07-11 00:00:00,tx change
0000052796WE3F9,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052797WEFBC,,T7226-U04,T7226,2022-06-21 00:00:00,2023-07-11 00:00:00,tx change
0000052797WEFBC,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052798WE062,,T7226-U04,T7226,2022-06-21 00:00:00,2023-07-11 00:00:00,tx change
0000052798WE062,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052799WEC27,,T7226-U04,T7226,2022-07-28 00:00:00,2023-07-11 00:00:00,tx change
0000052799WEC27,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052800WE29E,,T7226-U04,T7226,2022-07-28 00:00:00,2023-07-11 00:00:00,tx change
0000052800WE29E,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052801WEEDB,,T7226-U04,T7226,2022-07-28 00:00:00,2023-07-11 00:00:00,tx change
0000052801WEEDB,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052802WE21B,,T7226-U04,T7226,2022-07-28 00:00:00,2023-07-11 00:00:00,tx change
0000052802WE21B,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052803WEE5E,,T7226-U04,T7226,2022-07-28 00:00:00,2023-07-11 00:00:00,tx change
0000052803WEE5E,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052804WE394,,T7226-U04,T7226,2022-08-04 00:00:00,2023-07-11 00:00:00,tx change
0000052804WE394,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052805WEFD1,,T7226-U04,T7226,2022-08-04 00:00:00,2023-07-11 00:00:00,tx change
0000052805WEFD1,,T7531-U02,T7531,2023-07-11 00:00:00,,
0000052822WEF4E,,T4683-U03,T4683,2022-06-30 00:00:00,2024-03-20 00:00:00,tx change
0000052822WEF4E,,T693-U06,T693,2024-03-20 00:00:00,,
0000052823WE30B,,T4683-U03,T4683,2022-06-30 00:00:00,2024-03-20 00:00:00,tx change
0000052823WE30B,,T693-U06,T693,2024-03-20 00:00:00,,
0000052824WEEC1,,T4683-U03,T4683,2022-07-01 00:00:00,2024-03-20 00:00:00,tx change
0000052824WEEC1,,T693-U06,T693,2024-03-20 00:00:00,,
0000052825WE284,,T4683-U03,T4683,2022-07-01 00:00:00,2024-03-20 00:00:00,tx change
0000052825WE284,,T693-U06,T693,2024-03-20 00:00:00,,
0000052826WEE44,,T4683-U03,T4683,2022-06-30 00:00:00,2024-03-20 00:00:00,tx change
0000052826WEE44,,T693-U06,T693,2024-03-20 00:00:00,,
0000052827WE201,,T4683-U03,T4683,2022-07-01 00:00:00,2024-03-20 00:00:00,tx change
0000052827WE201,,T693-U06,T693,2024-03-20 00:00:00,,
0000052871WEB86,,,T6458,2022-07-05 00:00:00,2022-09-05 00:00:00,icp decom
0000052872WE746,10001823,T6458-U01,T6458,2022-08-19 00:00:00,2022-12-16 00:00:00,tx change
0000052872WE746,10001823,T6457-U05,T6457,2022-12-16 00:00:00,,
0000052914WE03D,,T3114-U01,T3114,2022-07-19 00:00:00,2022-10-20 00:00:00,tx change
0000052914WE03D,,T3954-U02,T3954,2022-10-20 00:00:00,,
0000052916WE0B8,,T3114-U01,T3114,2022-07-18 00:00:00,2022-10-20 00:00:00,tx change
0000052916WE0B8,,T3954-U02,T3954,2022-10-20 00:00:00,,
0000052917WECFD,,T3114-U01,T3114,2022-07-18 00:00:00,2022-10-20 00:00:00,tx change
0000052917WECFD,,T3954-U02,T3954,2022-10-20 00:00:00,,
0000052918WE323,,T3114-U01,T3114,2022-07-18 00:00:00,2022-10-20 00:00:00,tx change
0000052918WE323,,T3954-U02,T3954,2022-10-20 00:00:00,,
0000052928WE4DB,,T7126-U04,T7126,2022-09-22 00:00:00,2024-03-18 00:00:00,icp decom
0000052965WE925,,T1978-U02,T1978,2022-07-12 00:00:00,2023-01-17 00:00:00,icp decom
0000052973WE207,,T5360-U03,T5360,2022-08-09 00:00:00,2024-01-30 00:00:00,tx change
0000052973WE207,,T7653-U01,T7653,2024-01-30 00:00:00,,
0000052998WE669,10074159,T1947-U01,T1947,2022-08-29 00:00:00,2023-04-12 00:00:00,tx change
0000052998WE669,10074159,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000052998WE669,10074159,T7707-U02,T7707,2023-08-17 00:00:00,,
0000052999WEA2C,10074160,T1947-U01,T1947,2022-08-29 00:00:00,2023-04-12 00:00:00,tx change
0000052999WEA2C,10074160,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000052999WEA2C,10074160,T7707-U02,T7707,2023-08-17 00:00:00,,
0000053000WE333,10074157,T1947-U01,T1947,2022-08-29 00:00:00,2023-04-12 00:00:00,tx change
0000053000WE333,10074157,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000053000WE333,10074157,T7707-U02,T7707,2023-08-17 00:00:00,,
0000053001WEF76,10074161,T1947-U01,T1947,2022-08-29 00:00:00,2023-04-12 00:00:00,tx change
0000053001WEF76,10074161,T7644-U01,T7644,2023-04-12 00:00:00,2023-08-17 00:00:00,tx change
0000053001WEF76,10074161,T7707-U02,T7707,2023-08-17 00:00:00,,
0000053044WE09C,,T6324-U03,T6324,2022-07-13 00:00:00,2023-04-13 00:00:00,tx change
0000053044WE09C,,T7647-U02,T7647,2023-04-13 00:00:00,,
0000053051WE77E,,T6971-U04,T6971,2022-08-01 00:00:00,2022-11-16 00:00:00,tx change
0000053051WE77E,,T7242-U04,T7242,2022-11-16 00:00:00,,
0000053064WEDC9,10074166,T1246-U02,T1246,2022-08-31 00:00:00,2023-02-07 00:00:00,tx change
0000053064WEDC9,10074166,T7594-U03,T7594,2023-02-07 00:00:00,,
0000053070WE66E,10075181,T4107-U05,T4107,2023-09-13 00:00:00,2023-09-25 00:00:00,tx change
0000053070WE66E,10075181,T7654-U01,T7654,2023-09-25 00:00:00,,
0000053077WEBA4,10075176,T4107-U05,T4107,2023-09-13 00:00:00,2023-09-25 00:00:00,tx change
0000053077WEBA4,10075176,T7654-U01,T7654,2023-09-25 00:00:00,,
0000053078WE47A,10075331,T4107-U05,T4107,2023-09-14 00:00:00,2023-09-25 00:00:00,tx change
0000053078WE47A,10075331,T7654-U01,T7654,2023-09-25 00:00:00,,
