icp,meter,Lv circuit,DTX,ICP startdate,Icp endate,Reason
0000017972WE2F7,10066566,T6135-U01,T6135,2023-01-26 00:00:00,2023-03-02 00:00:00,tx change
0000017972WE2F7,10066566,T7620-U01,T7620,2023-03-02 00:00:00,,
0000017983WEEA5,10031420,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000017983WEEA5,10031420,T1169-U01,T1169,2022-09-01 00:00:00,,
0000017984WE36F,10031039,T4976-U05,T4976,2022-05-01 00:00:00,2022-09-01 00:00:00,tx change
0000017984WE36F,10031039,T1169-U01,T1169,2022-09-01 00:00:00,,
0000017988WE071,,T6372-U03,T6372,2022-05-01 00:00:00,2023-02-28 00:00:00,tx change
0000017988WE071,,T7639-U02,T7639,2023-02-28 00:00:00,,
0000017989WEC34,,T6372-U03,T6372,2022-05-01 00:00:00,2023-02-28 00:00:00,tx change
0000017989WEC34,,T7639-U02,T7639,2023-02-28 00:00:00,,
0000017994WE9C2,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017994WE9C2,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017995WE587,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017995WE587,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017996WE947,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017996WE947,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017997WE502,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017997WE502,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000017998WEADC,,T4573-U02,T4573,2022-05-01 00:00:00,2023-06-09 00:00:00,tx change
0000017998WEADC,,T6536-U04,T6536,2023-06-09 00:00:00,,
0000018090WE8A1,10034437,T4956-U01,T4956,2022-05-01 00:00:00,2023-06-27 00:00:00,Meter change
0000018090WE8A1,10075108,T4956-U01,T4956,2023-06-27 00:00:00,,
0000018240WEFE4,10038020,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018240WEFE4,10038020,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018241WE3A1,10036035,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018241WE3A1,10036035,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018242WEF61,10038016,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018242WEF61,10038016,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018243WE324,10038019,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018243WE324,10038019,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018244WEEEE,10062033,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000018244WEEEE,10062033,T7649-U01,T7649,2023-08-23 00:00:00,,
0000018245WE2AB,,T1535-U05,T1535,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000018245WE2AB,,T7649-U01,T7649,2023-08-23 00:00:00,,
0000018413WED2A,10029507,T2237-U01,T2237,2022-05-01 00:00:00,2023-03-28 00:00:00,tx change
0000018413WED2A,10029507,T7617-U01,T7617,2023-03-28 00:00:00,,
0000018503WEE83,10042587,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018503WEE83,10042587,T5991-U01,T5991,2022-12-08 00:00:00,,
0000018567WE079,10003907,T3779-U02,T3779,2022-05-01 00:00:00,2024-07-18 00:00:00,Meter change
0000018567WE079,10077285,T3779-U02,T3779,2024-07-18 00:00:00,,
0000018583WEBC9,,T7226-U04,T7226,2022-05-01 00:00:00,2023-07-11 00:00:00,tx change
0000018583WEBC9,,T7531-U01,T7531,2023-07-11 00:00:00,,
0000018682WE48F,10038048,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018682WE48F,10038048,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018683WE8CA,10038047,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018683WE8CA,10038047,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018684WE500,10037955,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000018684WE500,10037955,T5991-U02,T5991,2022-12-08 00:00:00,,
0000018699WE0F6,,T4910-U03,T4910,2022-05-01 00:00:00,2023-03-24 00:00:00,tx change
0000018699WE0F6,,T7448-U04,T7448,2023-03-24 00:00:00,,
0000018777WE0D3,10023617,T3124-U01,T3124,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000018777WE0D3,10023617,T7696-U2,T7696,2023-08-17 00:00:00,,
0000018778WEF0D,10013728,T2068-U01,T2068,2022-05-01 00:00:00,2024-03-21 00:00:00,tx change
0000018778WEF0D,10013728,T2069-U04,T2069,2024-03-21 00:00:00,,
0000018795WEAEC,,T4030-U03,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000018795WEAEC,,T7522-U03,T7522,2023-03-12 00:00:00,,
0000019044WE549,10004273,T3351-U06,T3351,2022-05-01 00:00:00,2022-08-02 00:00:00,tx change
0000019044WE549,10004273,T7562-U01,T7562,2022-08-02 00:00:00,,
0000019072WE33E,10056558,T3257-U04,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000019072WE33E,10056558,T7642-U04,T7642,2023-07-13 00:00:00,,
0000019096WE88E,,T4893-U01,T4893,2022-05-01 00:00:00,2023-04-13 00:00:00,tx change
0000019096WE88E,,T7513-U02,T7513,2023-04-13 00:00:00,,
0000019209WE2B0,10037535,T4070-U04,T4070,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000019209WE2B0,10037535,T5846-U02,T5846,2022-12-08 00:00:00,,
0000019295WEE49,10018830,T4745-U03,T4745,2022-05-01 00:00:00,2022-11-09 00:00:00,icp decom
0000019386WE120,,T75-U02,T75,2022-05-01 00:00:00,2022-10-17 00:00:00,icp decom
0000019471WE3FF,,T5126-U02,T5126,2022-05-01 00:00:00,2023-04-16 00:00:00,tx change
0000019471WE3FF,,T7415-U04,T7415,2023-04-16 00:00:00,,
0000019491WE945,10055038,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000019491WE945,10055038,T7644-U03,T7644,2023-04-12 00:00:00,,
0000019502WE366,,T4115-U05,T4115,2022-05-01 00:00:00,2024-04-18 00:00:00,icp decom
0000019625WE0FA,,T4030-U03,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000019625WE0FA,,T7522-U03,T7522,2023-03-12 00:00:00,,
0000019689WEBFB,,T5132-U03,T5132,2022-05-01 00:00:00,2024-05-09 00:00:00,icp decom
0000019925WEFF5,,,T3290,2022-05-01 00:00:00,2023-06-09 00:00:00,icp decom
0000019970WEAB2,10040859,T4059-U05,T4059,2022-05-01 00:00:00,2023-03-02 00:00:00,tx change
0000019970WEAB2,10040859,T4060-U05,T4060,2023-03-02 00:00:00,,
0000019971WE6F7,10008573,T4973-U02,T4973,2022-05-01 00:00:00,2022-07-28 00:00:00,Meter change
0000019971WE6F7,10013238,T4973-U02,T4973,2022-07-28 00:00:00,,
0000020146WE144,,T3745-U04,T3745,2022-05-01 00:00:00,2023-08-17 00:00:00,tx change
0000020146WE144,,T7707-U03,T7707,2023-08-17 00:00:00,,
0000020150WEA66,10003271,T6-U01,T6,2022-05-01 00:00:00,2022-06-15 00:00:00,tx change
0000020150WEA66,10003271,T5152-U02,T5152,2022-06-15 00:00:00,,
0000020151WE623,10031348,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000020151WE623,10031348,T7670-U01,T7670,2023-09-19 00:00:00,,
0000020358WE275,10060166,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000020358WE275,10060166,T7670-U01,T7670,2023-09-19 00:00:00,,
0000020382WEDA6,10010786,T4745-U04,T4745,2022-05-01 00:00:00,2023-07-18 00:00:00,Meter change
0000020382WEDA6,10074510,T4745-U04,T4745,2023-07-18 00:00:00,,
0000020504WEF65,,T4041-U01,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000020504WEF65,,T7517-U01,T7517,2022-11-25 00:00:00,,
0000020505WE320,,T4041-U01,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000020505WE320,,T7517-U01,T7517,2022-11-25 00:00:00,,
0000020506WEFE0,,T4041-U01,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000020506WEFE0,,T7517-U01,T7517,2022-11-25 00:00:00,,
0000020507WE3A5,,T4041-U01,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000020507WE3A5,,T7517-U01,T7517,2022-11-25 00:00:00,,
0000020509WE03E,,T4041-U01,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000020509WE03E,,T7517-U01,T7517,2022-11-25 00:00:00,,
0000020611WEB84,10053520,T2856-U02,T2856,2022-05-01 00:00:00,2023-10-09 00:00:00,Meter change
0000020611WEB84,10075142,T2856-U02,T2856,2023-10-09 00:00:00,,
0000020678WEA25,10025988,T803-U04,T803,2022-05-01 00:00:00,2023-09-13 00:00:00,tx change
0000020678WEA25,10025988,T7528-U02,T7528,2023-09-13 00:00:00,,
0000020739WEDC1,10037879,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000020739WEDC1,10037879,T5991-U02,T5991,2022-12-08 00:00:00,,
0000020745WEB82,10055511,T1948-U01,T1948,2022-05-01 00:00:00,2023-03-26 00:00:00,tx change
0000020745WEB82,10055511,T1947-U01,T1947,2023-03-26 00:00:00,,
0000020750WEC60,10013618,T818-U02,T818,2022-05-01 00:00:00,2023-08-23 00:00:00,tx change
0000020750WEC60,10013618,T7731-U01,T7731,2023-08-23 00:00:00,,
0000020755WE12F,10037877,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000020755WE12F,10037877,T5991-U02,T5991,2022-12-08 00:00:00,,
0000020756WEDEF,10026417,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000020756WEDEF,10026417,T5991-U02,T5991,2022-12-08 00:00:00,,
0000020757WE1AA,10026419,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000020757WE1AA,10026419,T5991-U02,T5991,2022-12-08 00:00:00,,
0000020775WEC7A,,T2573-U02,T2573,2022-05-01 00:00:00,2022-08-19 00:00:00,icp decom
0000020776WE0BA,10004715,T6162-U03,T6162,2022-05-01 00:00:00,2023-06-23 00:00:00,Meter change
0000020776WE0BA,10075073,T6162-U03,T6162,2023-06-23 00:00:00,,
0000020836WED10,10064630,T1509-U05,T1509,2022-05-01 00:00:00,2023-09-13 00:00:00,tx change
0000020836WED10,10064630,T7528-U03,T7528,2023-09-13 00:00:00,,
0000020848WEBD6,10003132,T2237-U04,T2237,2022-05-01 00:00:00,2023-03-28 00:00:00,tx change
0000020848WEBD6,10003132,T7617-U03,T7617,2023-03-28 00:00:00,,
0000020856WE2E0,10047446,T4043-U04,T4043,2022-05-01 00:00:00,2023-02-01 00:00:00,Meter change
0000020856WE2E0,10050641,T4043-U04,T4043,2023-02-01 00:00:00,,
0000020879WE06B,10069159,T2992-U02,T2992,2022-05-01 00:00:00,2023-11-17 00:00:00,meter removed
0000020879WE06B,10069152,T2992-U02,T2992,2022-05-01 00:00:00,,
0000020883WE2ED,10064699,T3695-U03,T3695,2022-05-01 00:00:00,2023-05-31 00:00:00,Meter change
0000020883WE2ED,10074809,T3695-U03,T3695,2023-05-31 00:00:00,,
0000020891WE8C5,,T4041-U01,T4041,2022-05-01 00:00:00,2022-11-25 00:00:00,tx change
0000020891WE8C5,,T7517-U01,T7517,2022-11-25 00:00:00,,
0000020892WE405,10041473,T4030-U03,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000020892WE405,10041473,T7522-U03,T7522,2023-03-12 00:00:00,,
0000020924WEE3C,10011956,T3107-U06,T3107,2022-05-01 00:00:00,2023-10-04 00:00:00,tx change
0000020924WEE3C,10011956,T3148-U04,T3148,2023-10-04 00:00:00,,
0000020947WED0C,10031347,T773-U04,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000020947WED0C,10031347,T7670-U01,T7670,2023-09-19 00:00:00,,
0000020973WEBFE,,T4770-U02,T4770,2022-05-01 00:00:00,2023-10-16 00:00:00,icp decom
0000020983WEBE9,10056299,T4032-U05,T4032,2022-05-01 00:00:00,2023-02-28 00:00:00,tx change
0000020983WEBE9,10056299,T4030-U03,T4030,2023-02-28 00:00:00,2023-03-12 00:00:00,tx change
0000020983WEBE9,10056299,T7522-U02,T7522,2023-03-12 00:00:00,,
0000021000WEACA,10005853,T6820-U02,T6820,2022-05-01 00:00:00,2023-01-27 00:00:00,Meter change
0000021000WEACA,10070751,T6820-U02,T6820,2023-01-27 00:00:00,,
0000021249WEC39,,T4910-U01,T4910,2022-05-01 00:00:00,2023-03-24 00:00:00,tx change
0000021249WEC39,,T7448-U02,T7448,2023-03-24 00:00:00,,
0000021350WE1C1,10008862,T2916-U02,T2916,2022-05-01 00:00:00,2023-09-29 00:00:00,Meter change
0000021350WE1C1,10075786,T2916-U02,T2916,2023-09-29 00:00:00,,
0000021409WE89A,10032808,T3576-U01,T3576,2022-05-01 00:00:00,2023-08-31 00:00:00,Meter change
0000021409WE89A,10075113,T3576-U01,T3576,2023-08-31 00:00:00,,
0000021448WE67A,10036047,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021448WE67A,10036047,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021449WEA3F,10038044,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021449WEA3F,10038044,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021450WEEC3,10026220,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021450WEEC3,10026220,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021451WE286,10038039,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021451WE286,10038039,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021452WEE46,10026210,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021452WEE46,10026210,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021530WE837,10048122,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021530WE837,10048122,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021531WE472,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021531WE472,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021532WE8B2,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021532WE8B2,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021533WE4F7,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021533WE4F7,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021534WE93D,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021534WE93D,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021535WE578,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021535WE578,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021536WE9B8,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021536WE9B8,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021537WE5FD,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021537WE5FD,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021557WEA0D,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021557WEA0D,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021558WE5D3,10049969,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021558WE5D3,10049969,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021559WE996,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021559WE996,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021560WE03F,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021560WE03F,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021561WEC7A,,T2019-U03,T2019,2022-05-01 00:00:00,2023-12-05 00:00:00,tx change
0000021561WEC7A,,T2347-U04,T2347,2023-12-05 00:00:00,,
0000021742WE7E8,10031434,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000021742WE7E8,10031434,T7695-U04,T7695,2023-09-20 00:00:00,,
0000021762WEABD,10031433,T1844-U03,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000021762WEABD,10031433,T7695-U04,T7695,2023-09-20 00:00:00,,
0000021779WEEC4,10056946,T1947-U01,T1947,2022-05-01 00:00:00,2023-04-12 00:00:00,tx change
0000021779WEEC4,10056946,T7644-U03,T7644,2023-04-12 00:00:00,,
0000021854WE3C5,10016575,T3927-U01,T3927,2022-05-01 00:00:00,2022-10-17 00:00:00,tx change
0000021854WE3C5,10016575,T3927-U04,T3927,2022-10-17 00:00:00,,
0000021955WE684,10020166,T773-U03,T773,2022-05-01 00:00:00,2023-09-19 00:00:00,tx change
0000021955WE684,10020166,T7670-U03,T7670,2023-09-19 00:00:00,,
0000021958WE9DF,,T5202-U03,T5202,2022-05-01 00:00:00,2023-12-06 00:00:00,tx change
0000021958WE9DF,,T5208-U01,T5208,2023-12-06 00:00:00,,
0000021989WE8D8,10036045,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021989WE8D8,10036045,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021990WEC24,10036044,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021990WEC24,10036044,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021991WE061,10036046,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021991WE061,10036046,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021992WECA1,10036049,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021992WECA1,10036049,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021993WE0E4,10036048,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021993WE0E4,10036048,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021994WED2E,10037959,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000021994WED2E,10037959,T5991-U02,T5991,2022-12-08 00:00:00,,
0000021995WE16B,,T4910-U01,T4910,2022-05-01 00:00:00,2023-03-24 00:00:00,tx change
0000021995WE16B,,T7448-U02,T7448,2023-03-24 00:00:00,,
0000022033WE312,10022456,T6035-U01,T6035,2022-05-01 00:00:00,2022-10-13 00:00:00,tx change
0000022033WE312,10022456,T7641-U03,T7641,2022-10-13 00:00:00,,
0000022125WE134,10066643,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-08 00:00:00,icp decom
0000022125WE134,10067590,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-08 00:00:00,icp decom
0000022273WEBB0,10055708,T1948-U01,T1948,2022-05-01 00:00:00,2023-03-26 00:00:00,tx change
0000022273WEBB0,10055708,T1947-U01,T1947,2023-03-26 00:00:00,,
0000022303WE7E9,,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-04 00:00:00,icp decom
0000022304WEA23,,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-04 00:00:00,icp decom
0000022305WE666,,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-04 00:00:00,icp decom
0000022306WEAA6,,T5360-U01,T5360,2022-05-01 00:00:00,2024-01-30 00:00:00,tx change
0000022306WEAA6,,T7653-U01,T7653,2024-01-30 00:00:00,,
0000022332WEC54,,T4035-U03,T4035,2022-05-01 00:00:00,2024-05-02 00:00:00,tx change
0000022332WEC54,,T7305-U01,T7305,2024-05-02 00:00:00,,
0000022361WE89C,10042747,T1703-U01,T1703,2022-05-01 00:00:00,2022-11-04 00:00:00,tx change
0000022361WE89C,10042747,T7587-U04,T7587,2022-11-04 00:00:00,,
0000022422WE9FB,10052437,T2290-U02,T2290,2022-05-01 00:00:00,2022-11-24 00:00:00,tx change
0000022422WE9FB,10052437,T7537-U02,T7537,2022-11-24 00:00:00,,
0000022455WE16C,10042584,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000022455WE16C,10042584,T5991-U01,T5991,2022-12-08 00:00:00,,
0000022544WEE80,10042585,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000022544WEE80,10042585,T5991-U01,T5991,2022-12-08 00:00:00,,
0000022545WE2C5,10042586,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000022545WE2C5,10042586,T5991-U01,T5991,2022-12-08 00:00:00,,
0000022552WE5A2,10054864,T4086-U01,T4086,2022-05-01 00:00:00,2022-11-27 00:00:00,tx change
0000022552WE5A2,10054864,T7517-U04,T7517,2022-11-27 00:00:00,,
0000022562WE25A,,T3257-U03,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000022562WE25A,,T7642-U02,T7642,2023-07-13 00:00:00,,
0000022649WE2D8,,T5762-U01,T5762,2022-05-01 00:00:00,2023-11-07 00:00:00,icp decom
0000022661WED99,,T4030-U01,T4030,2022-05-01 00:00:00,2023-03-12 00:00:00,tx change
0000022661WED99,,T7522-U01,T7522,2023-03-12 00:00:00,,
0000022664WE0D6,10023711,T4070-U04,T4070,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000022664WE0D6,10023711,T5846-U02,T5846,2022-12-08 00:00:00,,
0000022679WE520,10052331,T665-U04,T665,2022-05-01 00:00:00,2023-07-23 00:00:00,tx change
0000022679WE520,10052331,T6494-U03,T6494,2023-07-23 00:00:00,,
0000022752WEFA5,,T6372-U03,T6372,2022-05-01 00:00:00,2023-02-28 00:00:00,tx change
0000022752WEFA5,,T7639-U02,T7639,2023-02-28 00:00:00,,
0000022820WE572,10030255,T5355-U03,T5355,2022-05-01 00:00:00,2023-02-17 00:00:00,Meter change
0000022820WE572,10075634,T5355-U03,T5355,2023-02-17 00:00:00,,
0000022848WE896,,T5360-U03,T5360,2022-05-01 00:00:00,2024-01-30 00:00:00,tx change
0000022848WE896,,T7653-U01,T7653,2024-01-30 00:00:00,,
0000022849WE4D3,10031430,T1844-U02,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000022849WE4D3,10031430,T7695-U03,T7695,2023-09-20 00:00:00,,
0000022941WEFC3,10006302,T7420-U01,T7420,2022-05-01 00:00:00,2023-11-14 00:00:00,tx change
0000022941WEFC3,10006302,T7694-U1,T7694,2023-11-14 00:00:00,,
0000022968WECC7,,T4911-U01,T4911,2022-05-01 00:00:00,2024-04-11 00:00:00,icp decom
0000023189WEB95,10005493,T4959-U01,T4959,2022-05-01 00:00:00,2024-06-15 00:00:00,Meter change
0000023189WEB95,10077355,T4959-U01,T4959,2024-06-15 00:00:00,,
0000023189WEB95,10077356,T4959-U01,T4959,2024-06-15 00:00:00,,
0000023426WE951,10010981,T1844-U01,T1844,2022-05-01 00:00:00,2023-09-20 00:00:00,tx change
0000023426WE951,10010981,T7695-U01,T7695,2023-09-20 00:00:00,,
0000023515WEB6D,,T4061-U02,T4061,2022-05-01 00:00:00,2023-09-14 00:00:00,tx change
0000023515WEB6D,,T6990-U02,T6990,2023-09-14 00:00:00,,
0000023752WEE05,,T3257-U05,T3257,2022-05-01 00:00:00,2023-07-13 00:00:00,tx change
0000023752WEE05,,T7642-U03,T7642,2023-07-13 00:00:00,,
0000023766WE8F7,10029159,T4910-U03,T4910,2022-05-01 00:00:00,2023-03-24 00:00:00,tx change
0000023766WE8F7,10029361,T4910-U03,T4910,2022-05-01 00:00:00,2023-03-24 00:00:00,tx change
0000023766WE8F7,10029159,T7448-U04,T7448,2023-03-24 00:00:00,,
0000023766WE8F7,10029361,T7448-U04,T7448,2023-03-24 00:00:00,,
0000023824WE5D8,10062696,T2209-U02,T2209,2022-05-01 00:00:00,2023-02-08 00:00:00,tx change
0000023824WE5D8,10062696,T7594-U05,T7594,2023-02-08 00:00:00,,
0000024003WE12A,10049200,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000024003WE12A,10049200,T5991-U02,T5991,2022-12-08 00:00:00,,
0000024004WECE0,10052036,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000024004WECE0,10052036,T5991-U02,T5991,2022-12-08 00:00:00,,
0000024005WE0A5,10047393,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000024005WE0A5,10047393,T5991-U02,T5991,2022-12-08 00:00:00,,
0000024006WEC65,10047395,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000024006WEC65,10047395,T5991-U02,T5991,2022-12-08 00:00:00,,
0000024007WE020,10047396,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000024007WE020,10047396,T5991-U02,T5991,2022-12-08 00:00:00,,
0000024022WE03A,10049249,T6493-U02,T6493,2022-05-01 00:00:00,2022-12-08 00:00:00,tx change
0000024022WE03A,10049249,T5991-U02,T5991,2022-12-08 00:00:00,,
0000024113WE283,10056004,T1948-U01,T1948,2022-05-01 00:00:00,2023-03-26 00:00:00,tx change
0000024113WE283,10056004,T1947-U01,T1947,2023-03-26 00:00:00,,
0000024211WE105,,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-04 00:00:00,icp decom
0000024212WEDC5,,T5267-U02,T5267,2022-05-01 00:00:00,2024-03-04 00:00:00,icp decom
0000024214WEC4A,10012965,T5230-U01,T5230,2022-05-01 00:00:00,2024-05-31 00:00:00,Meter change
0000024214WEC4A,10074834,T5230-U01,T5230,2024-05-31 00:00:00,,
